qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
2hop__731228_609866,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.4625,0.5,160.0,0.5,0.0
2hop__693444_220151,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5933,0.5,150.0,0.5,0.0
2hop__235471_565925,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.2361,0.5,144.0,0.5,0.0
2hop__310456_846599,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.5,0.0
2hop__335418_279684,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.7744,1.0,133.0,1.0,1.0
2hop__191125_781346,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.25,0.5,84.0,0.5,0.0
2hop__475070_532404,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.7959,1.0,147.0,1.0,1.0
2hop__700093_455653,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.6038,0.5,159.0,0.5,0.0
2hop__512773_346751,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.3875,0.5,160.0,0.5,0.0
2hop__411091_625230,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.0,0.0,160.0,0.5,0.0
2hop__423972_540249,chunk_mmr_160,chunk,mmr,0.0,0.6667,1.0,1.0,0.8025,1.0,157.0,1.0,1.0
2hop__455158_247871,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.375,1.0,152.0,1.0,1.0
2hop__189094_612080,chunk_mmr_160,chunk,mmr,0.0,0.8,0.0,0.3333,0.4464,0.5,56.0,0.5,0.0
2hop__765678_310556,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.2244,0.5,156.0,0.5,0.0
2hop__304852_758385,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.242,0.5,157.0,0.5,0.0
2hop__628752_538661,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.349,0.5,149.0,0.5,0.0
2hop__661847_288421,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2532,0.5,154.0,0.5,0.0
2hop__496732_658428,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.1625,0.5,160.0,0.5,0.0
2hop__175175_347233,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.4333,0.5,150.0,0.5,0.0
2hop__496961_554601,chunk_mmr_160,chunk,mmr,0.0,0.4,1.0,1.0,0.4744,1.0,156.0,1.0,1.0
2hop__274110_413723,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0
2hop__231890_595414,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.38,0.5,150.0,0.5,0.0
2hop__342746_679190,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0
2hop__860241_766393,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.4557,0.5,158.0,0.5,0.0
2hop__29368_29376,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.0,0.0,160.0,0.0,0.0
2hop__29367_29376,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.0,0.0,120.0,0.0,0.0
2hop__21075_5028,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.6029,0.5,136.0,1.0,1.0
2hop__557411_652060,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0
2hop__677929_696450,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.2387,0.5,155.0,0.5,0.0
2hop__132909_33564,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.3228,0.5,158.0,0.5,0.0
2hop__199216_33564,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.0,0.0,159.0,0.5,0.0
2hop__133241_33564,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.0,0.0,159.0,0.5,0.0
2hop__636597_480615,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.4964,0.5,137.0,0.5,0.0
2hop__373759_136043,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
2hop__709357_136043,chunk_mmr_160,chunk,mmr,0.0,0.6667,1.0,1.0,0.5764,0.5,144.0,1.0,1.0
2hop__32254_84601,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.4029,0.5,139.0,1.0,1.0
2hop__471509_136043,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,153.0,1.0,1.0
2hop__87589_362941,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.5734,0.5,143.0,0.5,0.0
2hop__61318_362941,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3604,0.5,111.0,0.5,0.0
2hop__20268_42004,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.5063,0.5,158.0,1.0,1.0
2hop__159902_362941,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0
2hop__42027_42004,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.0,0.0,160.0,1.0,1.0
2hop__648648_173389,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3937,0.5,160.0,0.5,0.0
2hop__477492_240386,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5786,0.5,140.0,0.5,0.0
2hop__776377_857193,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.624,0.5,125.0,0.5,0.0
2hop__29752_814677,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.0,0.0,157.0,0.0,0.0
2hop__77601_814677,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.0,0.0,147.0,1.0,1.0
2hop__497191_129669,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5278,0.5,72.0,0.5,0.0
2hop__311694_129669,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3375,0.5,160.0,0.5,0.0
2hop__819974_129669,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.8599,0.5,157.0,0.5,0.0
2hop__199513_13732,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,1.0
2hop__13731_801817,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0
2hop__865961_159109,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3377,0.5,151.0,0.5,0.0
2hop__728887_159109,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.5,0.0
2hop__827995_159109,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.6275,0.5,153.0,0.5,0.0
2hop__159215_779396,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.0,0.0,158.0,0.5,0.0
2hop__119423_779396,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.0,0.0,156.0,0.5,0.0
2hop__115515_779396,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.0,0.0,148.0,0.5,0.0
2hop__665660_135481,chunk_mmr_160,chunk,mmr,0.0,0.3333,0.0,0.3333,0.5705,0.5,156.0,1.0,1.0
2hop__201704_135481,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,1.0,1.0,159.0,1.0,1.0
2hop__861157_135481,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.4962,0.5,133.0,1.0,1.0
2hop__495316_660579,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.1457,0.5,151.0,0.5,0.0
2hop__478978_124498,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.4747,0.5,158.0,0.5,0.0
2hop__543853_124498,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5915,0.5,142.0,0.5,0.0
2hop__335899_124498,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.1275,0.5,149.0,0.5,0.0
2hop__517145_367341,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.1938,0.5,160.0,0.5,0.0
2hop__92051_827343,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.0,0.0,153.0,0.0,0.0
2hop__89764_827343,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5229,0.5,153.0,0.5,0.0
2hop__59048_827343,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.0,0.0,153.0,0.0,0.0
2hop__14121_15463,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1.0,1.0
2hop__817096_15463,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
2hop__14095_15463,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,159.0,1.0,1.0
2hop__485221_544917,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.3268,0.5,153.0,0.5,0.0
2hop__198459_61845,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3618,0.5,152.0,0.5,0.0
2hop__563476_61845,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
2hop__622308_61845,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0
2hop__135653_669373,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.5,0.0
2hop__135652_669373,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.551,0.5,147.0,0.5,0.0
2hop__135651_669373,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.5,0.0
2hop__256336_714772,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0
2hop__199513_801817,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.5,0.0
2hop__391857_162018,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2069,0.5,145.0,0.5,0.0
2hop__645448_77615,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.4326,0.5,141.0,1.0,1.0
2hop__123104_77615,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.234,0.5,141.0,1.0,1.0
2hop__701525_342810,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.1375,0.5,160.0,0.5,0.0
2hop__668407_683671,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.8235,1.0,153.0,1.0,1.0
2hop__286093_361551,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.3312,0.5,160.0,0.5,0.0
2hop__124592_402641,chunk_mmr_160,chunk,mmr,0.0,0.6667,0.0,1.0,0.6013,0.5,158.0,1.0,1.0
2hop__256553_617289,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,152.0,0.0,0.0
2hop__124412_402641,chunk_mmr_160,chunk,mmr,1.0,1.0,0.0,0.5,0.0,0.0,153.0,1.0,1.0
2hop__706637_93362,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0
2hop__780652_93362,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.5,0.0
2hop__771727_93362,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.7105,0.5,152.0,0.5,0.0
2hop__499003_853511,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.0,0.0,147.0,0.5,0.0
2hop__822965_165304,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.1274,0.5,157.0,0.5,0.0
2hop__156085_436709,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,1.0,0.5,143.0,0.5,0.0
2hop__31585_61048,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.5,0.0
2hop__94507_654855,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.172,0.5,157.0,0.5,0.0
2hop__82858_654855,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.242,0.5,157.0,1.0,1.0
2hop__62823_654855,chunk_mmr_160,chunk,mmr,1.0,1.0,0.0,0.75,0.5723,0.5,159.0,0.5,0.0
2hop__827755_156034,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.3522,0.5,159.0,0.5,0.0
2hop__800166_156034,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.3427,0.5,143.0,0.5,0.0
2hop__742831_156034,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.8345,0.5,139.0,0.5,0.0
2hop__50910_177869,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.5063,0.5,158.0,0.5,0.0
2hop__82270_177869,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.5,0.0
2hop__76314_177869,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.1887,0.5,159.0,0.5,0.0
2hop__401710_456439,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.5369,0.5,149.0,0.5,0.0
2hop__613959_135844,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3399,0.5,153.0,0.5,0.0
2hop__258940_135844,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.1203,0.5,158.0,0.5,0.0
2hop__747894_135844,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2437,0.5,160.0,0.5,0.0
2hop__16581_16525,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,155.0,1.0,1.0
2hop__640262_122868,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.6687,0.5,160.0,0.5,0.0
2hop__632234_122868,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.1709,0.5,158.0,0.5,0.0
2hop__849534_122868,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.2113,0.5,142.0,0.5,0.0
2hop__83460_456238,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,1.0,0.5,0.5,156.0,1.0,1.0
2hop__89991_58067,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.8365,0.5,159.0,0.5,0.0
2hop__160223_58067,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2hop__158010_58067,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0
2hop__439614_349102,chunk_mmr_160,chunk,mmr,1.0,1.0,0.0,0.0,1.0,1.0,155.0,1.0,1.0
2hop__747758_58067,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.0,0.0,153.0,0.0,0.0
2hop__77775_162341,chunk_mmr_160,chunk,mmr,0.0,0.7692,0.0,0.7143,0.3067,0.5,150.0,0.5,0.0
2hop__55966_162341,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.4286,0.0,0.0,157.0,0.0,0.0
2hop__43776_162341,chunk_mmr_160,chunk,mmr,0.0,0.4,0.0,0.7143,0.0,0.0,160.0,0.0,0.0
2hop__703493_162341,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1429,0.5467,0.5,150.0,0.5,0.0
2hop__153573_44085,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.6667,0.0,0.0,147.0,0.5,0.0
2hop__153573_109006,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.5,0.0
2hop__153573_45901,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.6013,0.5,158.0,0.5,0.0
2hop__551235_310309,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.4317,0.5,139.0,0.5,0.0
2hop__7046_44085,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.0,0.0,143.0,0.5,0.0
2hop__488811_30078,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.5,0.0
2hop__150866_11402,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.7171,0.5,152.0,1.0,1.0
2hop__488811_30113,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,1.0,1.0,126.0,1.0,1.0
2hop__488811_30110,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.25,0.1938,0.5,129.0,0.5,0.0
2hop__257831_123283,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.4161,0.5,137.0,0.5,0.0
2hop__40270_11402,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.0,0.0,130.0,0.5,0.0
2hop__847433_11402,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.6532,0.5,124.0,1.0,1.0
2hop__208602_11402,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,129.0,0.5,0.0
2hop__567471_123283,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.4241,0.5,158.0,0.5,0.0
2hop__574496_123283,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.0,0.0,160.0,0.0,0.0
2hop__8347_8311,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3333,1.0,150.0,1.0,1.0
2hop__71034_343058,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,1.0,0.5,159.0,0.5,0.0
2hop__109131_343058,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2837,0.5,141.0,0.5,0.0
2hop__56851_343058,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.6777,0.5,121.0,0.5,0.0
2hop__14092_8311,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__422295_8311,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3734,0.5,158.0,0.5,0.0
2hop__176712_8311,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.8187,0.5,160.0,1.0,1.0
2hop__159741_161674,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.5,0.0
2hop__159741_40169,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,1.0,0.5,148.0,0.5,0.0
2hop__88906_55840,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.0,0.0,146.0,0.5,0.0
2hop__71755_463572,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.0,0.0,156.0,0.0,0.0
2hop__67956_463572,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.0,0.0,152.0,0.0,0.0
2hop__398344_85513,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2057,0.5,141.0,0.5,0.0
2hop__42578_55840,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,149.0,0.5,0.0
2hop__28203_55840,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,149.0,0.5,0.0
2hop__64323_55840,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,149.0,1.0,1.0
2hop__85713_84469,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.6258,0.5,155.0,0.5,0.0
2hop__79875_84469,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.5,0.0
2hop__79875_72187,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.5,0.0
2hop__85713_72187,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.5,0.0
2hop__204146_850295,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.5,0.0
2hop__28287_89399,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,134.0,0.5,0.0
2hop__84103_345851,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.6349,0.5,126.0,0.5,0.0
2hop__142621_225454,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.3401,0.5,147.0,0.5,0.0
2hop__86689_728109,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0
2hop__38828_89399,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,151.0,0.5,0.0
2hop__587048_621800,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.2245,0.5,147.0,0.5,0.0
2hop__86458_20273,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2323,1.0,155.0,1.0,1.0
2hop__609313_20273,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.1484,0.5,155.0,1.0,1.0
2hop__799936_20273,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2437,0.5,160.0,0.5,0.0
2hop__13986_161674,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.5,0.0
2hop__433694_20273,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3355,0.5,155.0,0.5,0.0
2hop__13986_40169,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.5,0.0
2hop__25344_88628,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,160.0,0.0,0.0
2hop__657913_88628,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.2051,0.5,156.0,0.5,0.0
2hop__734057_88628,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,1.0,0.5,157.0,1.0,1.0
2hop__95878_88628,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,160.0,0.5,0.0
2hop__726892_131968,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.0,0.0,144.0,0.5,0.0
2hop__693157_131890,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
2hop__611178_131968,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5492,0.5,122.0,1.0,1.0
2hop__728969_131890,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.4444,0.5,45.0,0.5,0.0
2hop__30032_46621,chunk_mmr_160,chunk,mmr,0.0,0.6667,1.0,1.0,1.0,0.5,141.0,0.5,0.0
2hop__135822_46621,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2,0.0,0.0,160.0,0.0,0.0
2hop__581084_828685,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.168,0.5,125.0,1.0,1.0
2hop__40697_46621,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,141.0,0.5,0.0
2hop__157737_46621,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,141.0,0.5,0.0
2hop__39063_212301,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
2hop__25396_593388,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,153.0,1.0,1.0
2hop__25396_212301,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.0,0.0,157.0,0.5,0.0
2hop__39063_593388,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__153532_72380,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.6333,0.5,150.0,0.5,0.0
2hop__619265_72380,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.0,0.0,128.0,0.5,0.0
2hop__37765_85990,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.125,0.0,0.0,128.0,0.0,0.0
2hop__623501_297043,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.3791,0.5,153.0,0.5,0.0
2hop__46550_85990,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.125,0.471,0.5,138.0,0.5,0.0
2hop__30741_85990,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.125,0.0,0.0,149.0,0.0,0.0
2hop__66149_85990,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.125,0.543,0.5,151.0,1.0,1.0
2hop__216535_370666,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2416,0.5,149.0,0.5,0.0
2hop__846388_19320,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,157.0,0.5,0.0
2hop__91211_90973,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0
2hop__48033_90973,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,158.0,0.5,0.0
2hop__64175_90973,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,158.0,0.0,0.0
2hop__50936_90973,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.5506,0.5,158.0,0.5,0.0
2hop__599396_19320,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0
2hop__365236_19320,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.0,0.0,156.0,0.5,0.0
2hop__685045_19320,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,1.0,0.5,157.0,1.0,1.0
2hop__30384_30351,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.4747,1.0,158.0,1.0,1.0
2hop__555792_30351,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,158.0,0.5,0.0
2hop__431934_30351,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,158.0,0.5,0.0
2hop__708145_30351,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,157.0,1.0,1.0
2hop__837900_71701,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.5127,0.5,158.0,1.0,1.0
2hop__278022_71701,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.0,0.0,140.0,0.5,0.0
2hop__10122_18974,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,1.0,0.5,153.0,1.0,1.0
2hop__370564_71701,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,1.0,1.0,158.0,1.0,1.0
2hop__753260_71701,chunk_mmr_160,chunk,mmr,0.0,0.6667,1.0,1.0,0.1419,0.5,148.0,1.0,1.0
2hop__631024_18974,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0
