qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
2hop__723404_58556,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3442,0.5,154.0,0.5,0.0
2hop__95773_51329,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.1313,0.5,160.0,0.5,0.0
2hop__696442_51329,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0
2hop__591435_51329,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.373,0.5,126.0,0.5,0.0
2hop__753715_51329,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0
2hop__142443_768138,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.2453,0.5,159.0,0.5,0.0
2hop__37097_53663,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,152.0,0.5,0.0
2hop__82669_768138,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.5,0.5366,0.5,123.0,0.5,0.0
2hop__63982_768138,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2611,0.5,157.0,0.5,0.0
2hop__2416_53663,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.0,0.0,160.0,0.5,0.0
2hop__678516_179720,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.5125,0.5,160.0,0.5,0.0
2hop__39954_80940,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6667,0.3926,0.5,135.0,0.5,0.0
2hop__39954_80303,chunk_focused_160,chunk,focused,0.0,0.5714,0.0,0.6667,0.3423,0.5,149.0,1.0,1.0
2hop__39954_65371,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3869,0.5,137.0,0.5,0.0
2hop__385392_756039,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.2484,0.5,157.0,0.5,0.0
2hop__557743_92763,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4825,0.5,143.0,0.5,0.0
2hop__403060_92763,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.3759,0.5,141.0,1.0,1.0
2hop__29349_92763,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.551,0.5,147.0,0.5,0.0
2hop__267938_92763,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4868,0.5,152.0,0.5,0.0
2hop__142198_152093,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3586,0.5,145.0,0.5,0.0
2hop__632161_643449,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3673,0.5,147.0,0.5,0.0
2hop__170914_152093,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2467,0.5,150.0,0.5,0.0
2hop__705035_152093,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.271,0.5,155.0,0.5,0.0
2hop__143650_152023,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.3333,0.4873,0.5,158.0,0.5,0.0
2hop__203437_152093,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2484,0.5,153.0,0.5,0.0
2hop__559273_152023,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.3333,0.1646,0.5,158.0,0.5,0.0
2hop__374767_152023,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.2562,0.5,160.0,0.5,0.0
2hop__409166_152023,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.2391,0.5,138.0,0.5,0.0
2hop__48784_70131,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1429,0.0,0.0,147.0,0.0,0.0
2hop__452580_70131,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1429,0.5299,0.5,134.0,0.5,0.0
2hop__464479_70131,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,1.0,1.0,156.0,1.0,1.0
2hop__552546_70131,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1429,0.4113,0.5,141.0,0.5,0.0
2hop__124807_135019,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.7226,1.0,155.0,1.0,1.0
2hop__605207_135019,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0
2hop__271045_68633,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2273,0.5,132.0,0.5,0.0
2hop__645367_68633,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4468,0.5,141.0,0.5,0.0
2hop__853227_68633,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2245,0.5,147.0,0.5,0.0
2hop__374495_68633,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3971,0.5,136.0,0.5,0.0
2hop__391873_88622,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3108,0.5,148.0,0.5,0.0
2hop__315246_88622,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2437,0.5,160.0,0.5,0.0
2hop__498061_88622,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4706,0.5,153.0,0.5,0.0
2hop__554145_88622,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4564,0.5,149.0,0.5,0.0
2hop__66708_573255,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.5,0.0
2hop__49887_573255,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3841,0.5,138.0,0.5,0.0
2hop__126188_396277,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.6757,0.5,111.0,1.0,1.0
2hop__126306_396277,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.1447,0.5,159.0,0.5,0.0
2hop__126299_396277,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.5,0.0
2hop__77518_548781,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3758,0.5,157.0,0.5,0.0
2hop__53175_548781,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2192,0.5,146.0,0.5,0.0
2hop__613779_55984,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.3733,0.5,75.0,1.0,1.0
2hop__559076_55984,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,1.0,149.0,1.0,1.0
2hop__275891_55984,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.1806,0.5,155.0,0.5,0.0
2hop__435087_55984,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.6714,0.5,70.0,0.5,0.0
2hop__21991_43945,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,122.0,0.0,0.0
2hop__269766_43945,chunk_focused_160,chunk,focused,0.0,0.2,0.0,0.5,0.5786,0.5,159.0,0.5,0.0
2hop__170341_43945,chunk_focused_160,chunk,focused,0.0,0.5714,0.0,0.5,0.4508,0.5,122.0,0.5,0.0
2hop__69765_43945,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.5248,0.5,141.0,1.0,1.0
2hop__414193_176917,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.6755,0.5,151.0,0.5,0.0
2hop__2416_86208,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0
2hop__37097_86208,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,1.0,0.5263,0.5,152.0,1.0,1.0
2hop__231805_514393,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3562,0.5,146.0,0.5,0.0
2hop__16581_16569,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
2hop__156044_57816,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.5,0.0
2hop__754753_57816,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.3587,0.5,92.0,1.0,1.0
2hop__510679_57816,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.4183,0.5,153.0,0.5,0.0
2hop__663184_57816,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2812,0.5,160.0,0.5,0.0
2hop__47071_162399,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4191,0.5,136.0,0.5,0.0
2hop__580231_162399,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.3462,0.5,156.0,1.0,1.0
2hop__619265_45326,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3648,0.5,159.0,0.5,0.0
2hop__153532_45326,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2403,0.5,154.0,0.5,0.0
2hop__455392_40315,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.6016,0.5,123.0,1.0,1.0
2hop__763840_144857,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.46,0.5,150.0,0.5,0.0
2hop__227031_144857,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0
2hop__168816_144857,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2437,0.5,160.0,0.5,0.0
2hop__312223_144857,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2194,0.5,155.0,0.5,0.0
2hop__85463_66122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.25,0.0,0.0,134.0,0.5,0.0
2hop__289517_139339,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.25,0.4167,0.5,132.0,0.5,0.0
2hop__507528_139339,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.25,0.2993,0.5,147.0,0.5,0.0
2hop__85463_54688,chunk_focused_160,chunk,focused,0.0,0.6667,0.0,0.5,0.437,0.5,119.0,1.0,1.0
2hop__669160_139339,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.125,0.4146,0.5,123.0,0.5,0.0
2hop__332453_139339,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.25,0.4762,0.5,147.0,0.5,0.0
2hop__85463_50252,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.5,0.0
2hop__85463_33311,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.5,0.0
2hop__60229_38663,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,143.0,1.0,1.0
2hop__706038_14251,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3179,0.5,151.0,0.5,0.0
2hop__821368_14251,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3125,0.5,144.0,0.5,0.0
2hop__857585_14251,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2632,0.5,152.0,0.5,0.0
2hop__60229_1783,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
2hop__83405_158262,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.0,0.0,143.0,0.0,0.0
2hop__57543_158262,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.0,0.0,156.0,0.0,0.0
2hop__62020_158262,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.0,0.0,143.0,0.0,0.0
2hop__358582_189042,chunk_focused_160,chunk,focused,0.0,0.4,0.0,0.3333,0.3038,0.5,158.0,0.5,0.0
2hop__450600_158262,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4406,0.5,143.0,0.5,0.0
2hop__78401_158262,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.0,0.0,152.0,0.0,0.0
2hop__121145_561444,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.25,0.5,160.0,0.5,0.0
2hop__125412_544665,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2889,0.5,135.0,0.5,0.0
2hop__135668_561444,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.3929,0.5,112.0,1.0,1.0
2hop__144317_120065,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.5,0.0
2hop__451574_120065,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2297,0.5,148.0,0.5,0.0
2hop__159146_120065,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
2hop__123166_47134,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.6382,0.5,152.0,0.5,0.0
2hop__326404_120065,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2062,0.5,160.0,0.5,0.0
2hop__123545_47134,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.6369,0.5,157.0,1.0,1.0
2hop__107905_110222,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5809,0.5,136.0,0.5,0.0
2hop__351045_47134,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3775,0.5,151.0,0.5,0.0
2hop__347652_47134,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5069,0.5,144.0,0.5,0.0
2hop__846844_47134,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.6452,0.5,155.0,0.5,0.0
2hop__107601_110222,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4768,0.5,151.0,0.5,0.0
2hop__175168_110222,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2739,0.5,157.0,0.5,0.0
2hop__503085_110222,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.0,0.5414,0.5,157.0,0.5,0.0
2hop__293131_110222,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0
2hop__46376_158105,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2222,0.0,0.0,156.0,0.5,0.0
2hop__13106_158105,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.529,0.5,155.0,1.0,1.0
2hop__55552_158105,chunk_focused_160,chunk,focused,0.0,0.9524,1.0,1.0,0.0,0.0,135.0,0.5,0.0
2hop__417937_158105,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2222,0.3621,0.5,116.0,0.5,0.0
2hop__85455_158105,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2222,0.4679,0.5,156.0,0.5,0.0
2hop__73615_16848,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4,0.0,0.0,160.0,0.5,0.0
2hop__73615_42173,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2hop__238499_431914,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.7255,1.0,153.0,1.0,1.0
2hop__16844_42173,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2hop__311931_417706,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.5,0.239,0.5,159.0,0.5,0.0
2hop__16844_20510,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5062,0.5,160.0,0.5,0.0
2hop__73615_20510,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5062,0.5,160.0,0.5,0.0
2hop__593397_224832,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.2658,0.5,158.0,0.5,0.0
2hop__156658_155922,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,23.0,0.5,0.0
2hop__814408_155922,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,23.0,0.5,0.0
2hop__155781_155922,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,25.0,0.5,0.0
2hop__81682_707195,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.1788,0.5,151.0,0.5,0.0
2hop__852657_155922,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.7483,1.0,151.0,1.0,1.0
2hop__149862_108549,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3121,0.5,141.0,0.5,0.0
2hop__669456_108549,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,142.0,0.5,0.0
2hop__358270_108549,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.5,0.0
2hop__149983_108549,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0
2hop__608902_653666,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.1572,0.5,159.0,0.5,0.0
2hop__149710_108549,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,1.0,0.5,128.0,1.0,1.0
2hop__61664_786853,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
2hop__60686_229757,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0
2hop__55032_786853,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0
2hop__67660_158861,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.0,0.0,122.0,0.0,0.0
2hop__63483_786853,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.5,0.0
2hop__67660_81007,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0
2hop__825727_584042,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2273,0.5,154.0,0.5,0.0
2hop__91667_67223,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,146.0,0.0,0.0
2hop__91667_81007,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5956,0.5,136.0,0.5,0.0
2hop__245835_762148,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.2568,0.5,148.0,0.5,0.0
2hop__67660_67223,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,122.0,0.0,0.0
2hop__152052_141308,chunk_focused_160,chunk,focused,0.0,0.5,1.0,1.0,0.5478,0.5,157.0,1.0,1.0
2hop__151705_141308,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0
2hop__501624_181960,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.25,0.363,0.5,146.0,0.5,0.0
2hop__152700_141308,chunk_focused_160,chunk,focused,0.0,0.5,1.0,1.0,0.6813,1.0,160.0,1.0,1.0
2hop__596188_297986,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.1899,0.5,158.0,0.5,0.0
2hop__151750_141308,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.3759,0.5,141.0,0.5,0.0
2hop__152027_141308,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.5786,0.5,140.0,0.5,0.0
2hop__157498_127908,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6667,0.5328,0.5,137.0,0.5,0.0
2hop__179149_396277,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5038,0.5,131.0,0.5,0.0
2hop__448615_127908,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.5629,1.0,151.0,1.0,1.0
2hop__423874_128023,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6667,0.391,0.5,156.0,0.5,0.0
2hop__108158_83769,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.3571,0.5,126.0,0.5,0.0
2hop__72118_83769,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
2hop__72686_83769,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4906,0.5,159.0,0.5,0.0
2hop__424908_500483,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.5364,1.0,151.0,1.0,1.0
2hop__646573_83769,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__169443_83769,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.4938,0.5,160.0,0.5,0.0
2hop__394720_120259,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5115,0.5,131.0,0.5,0.0
2hop__88953_64006,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,1.0,1.0,146.0,1.0,1.0
2hop__315072_120259,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0
2hop__511454_120259,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0
2hop__603365_120259,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.557,0.5,149.0,0.5,0.0
2hop__5190_64006,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6667,0.0,0.0,152.0,0.0,0.0
2hop__107185_64006,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.0,0.0,159.0,0.5,0.0
2hop__418941_429437,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.4493,0.5,138.0,0.5,0.0
2hop__62951_64006,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,0.0,0.0,148.0,0.5,0.0
2hop__575188_342798,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6667,0.1355,0.5,155.0,0.5,0.0
2hop__691455_64006,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.0,0.0,138.0,0.5,0.0
2hop__64372_83289,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.4545,0.5,154.0,0.5,0.0
2hop__88406_83289,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.5226,0.5,155.0,1.0,1.0
2hop__194469_83289,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.2188,0.5,160.0,0.5,0.0
2hop__586343_83289,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,160.0,1.0,1.0
2hop__91626_96912,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.3723,0.5,137.0,0.5,0.0
2hop__179322_83289,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.0,0.0,157.0,0.0,0.0
2hop__20536_96912,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.0,0.0,133.0,0.5,0.0
2hop__865828_377862,chunk_focused_160,chunk,focused,0.0,0.5,1.0,1.0,0.5472,1.0,159.0,1.0,1.0
2hop__749997_96912,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.2639,0.5,144.0,0.5,0.0
2hop__690412_526810,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.2643,0.5,140.0,0.5,0.0
2hop__460946_294723,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
2hop__252311_366220,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0
2hop__701895_752697,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,1.0,0.5,143.0,0.5,0.0
2hop__259228_793698,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0
2hop__481349_302087,chunk_mmr_160,chunk,mmr,0.0,0.5,0.0,0.5,0.4323,0.5,155.0,0.5,0.0
2hop__697790_864352,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.4194,0.5,155.0,0.5,0.0
2hop__207476_625987,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6667,0.0,0.0,158.0,0.5,0.0
2hop__390947_232243,chunk_mmr_160,chunk,mmr,0.0,0.8,1.0,1.0,0.3553,1.0,152.0,1.0,1.0
2hop__354635_174222,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.4632,0.5,136.0,0.5,0.0
2hop__635187_861533,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.5789,0.5,152.0,0.5,0.0
2hop__166824_185403,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2848,0.5,158.0,0.5,0.0
2hop__698577_851686,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__362107_652514,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.7447,1.0,141.0,1.0,1.0
2hop__402530_774333,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.1321,0.5,159.0,0.5,0.0
2hop__195917_575657,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.6625,0.5,160.0,0.5,0.0
2hop__683835_709167,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2857,0.5033,0.5,151.0,0.5,0.0
2hop__197470_271394,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3333,0.3484,1.0,155.0,1.0,1.0
2hop__458131_174974,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__299142_347613,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.175,0.5,160.0,0.5,0.0
2hop__528263_865831,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.5328,0.5,137.0,0.5,0.0
2hop__569582_304416,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,0.3057,0.5,157.0,1.0,1.0
2hop__505860_650613,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.375,0.5,160.0,0.5,0.0
2hop__821197_368148,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,1.0,1.0,1.0,144.0,1.0,1.0
2hop__554167_451128,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.3356,0.5,149.0,0.5,0.0
2hop__702496_430061,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5,0.0,0.0,159.0,0.5,0.0
2hop__549146_223121,chunk_mmr_160,chunk,mmr,0.0,0.4,0.0,0.3333,0.0,0.0,147.0,0.0,0.0
2hop__647996_551681,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.5,0.0
2hop__673655_316668,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.254,0.5,126.0,0.5,0.0
2hop__574419_270105,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.3442,0.5,154.0,0.5,0.0
2hop__403712_793210,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,1.0
2hop__832795_350510,chunk_mmr_160,chunk,mmr,0.0,0.4,0.0,0.5,0.2,0.5,145.0,0.5,0.0
2hop__744055_408817,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.2968,1.0,155.0,1.0,1.0
2hop__726717_610238,chunk_mmr_160,chunk,mmr,0.0,0.4444,1.0,1.0,0.6554,1.0,148.0,1.0,1.0
2hop__499577_617190,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,1.0,0.7676,1.0,142.0,1.0,1.0
2hop__685280_510757,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.5,0.0
2hop__341305_332933,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.0,0.2353,0.5,153.0,0.5,0.0
